player_id,firstname,lastname,position,height,weight,byear,rookie,position.number,team_id
1626209,Mario,Hezonja,Forward,80,220,1995,2015,6,1610612753
1626214,Bryce,Dejean-Jones,Shooting-Guard,78,209,1992,2015,3,1610612740
1626242,Luis,Montero,Shooting-Guard,79,185,1993,2015,3,1610612757
1626245,Cristiano,Felicio,Center,83,270,1992,2015,9,1610612741
1626246,Boban,Marjanovic,Center,87,290,1988,2015,9,1610612759
1626251,Duje,Dukan,Small-Forward,81,220,1991,2016,5,1610612758
1626257,Salah,Mejri,Center,86,235,1986,2015,9,1610612742
1626266,J.J.,O'Brien,Small-Forward,79,228,1992,2016,5,0
1626273,Marcelo,Huertas,Point-Guard,75,200,1983,2015,1,1610612747
1626339,Jeff,Pendergraph,Forward-Center,81,250,1987,2009,8,1610612746
1627293,Alex,Stepheson,Power-Forward,82,270,1987,2016,7,1610612746
