"GAME_ID","event_id","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION","game_clock"
21500506,270,2,1,4,"5:28 PM","7:32","",NA,"MISS Millsap 25' 3PT Jump Shot","","",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",452
21500506,271,4,0,4,"5:28 PM","7:26","KNICKS Rebound",NA,"","","",2,1610612752,"",NA,"","","",0,0,"",NA,"","","",0,0,"",NA,"","","",446
21500506,272,6,3,4,"5:28 PM","7:15","",NA,"Bazemore L.B.FOUL (P2.T1) (S.Corbin)","","",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",4,201167,"Arron Afflalo",1610612752,"New York","Knicks","NYK",1,0,"",NA,"","","",435
21500506,273,6,4,4,"5:28 PM","7:15","Lopez OFF.Foul (P4) (S.Corbin)",NA,"","","",4,201577,"Robin Lopez",1610612752,"New York","Knicks","NYK",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",1,0,"",NA,"","","",435
21500506,274,5,5,4,"5:28 PM","7:15","Lopez Foul Turnover (P5.T14)",NA,"","","",4,201577,"Robin Lopez",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",1,0,"",NA,"","","",435
21500506,275,8,0,4,"5:29 PM","7:13","SUB: Porzingis FOR Lopez",NA,"","","",4,201577,"Robin Lopez",1610612752,"New York","Knicks","NYK",4,204001,"Kristaps Porzingis",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",433
21500506,276,8,0,4,"5:29 PM","7:13","SUB: Anthony FOR Grant",NA,"","","",4,1626170,"Jerian Grant",1610612752,"New York","Knicks","NYK",4,2546,"Carmelo Anthony",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",433
21500506,277,2,1,4,"5:29 PM","6:56","",NA,"MISS Korver 26' 3PT Jump Shot","","",5,2594,"Kyle Korver",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",416
21500506,278,4,0,4,"5:29 PM","6:55","",NA,"Millsap REBOUND (Off:5 Def:4)","","",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",415
21500506,279,1,1,4,"5:29 PM","6:50","",NA,"Korver 19' Jump Shot (13 PTS) (Millsap 6 AST)","84 - 98","14",5,2594,"Kyle Korver",1610612737,"Atlanta","Hawks","ATL",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",410
21500506,280,2,42,4,"5:30 PM","6:28","MISS Afflalo 3' Driving Layup",NA,"Bazemore BLOCK (1 BLK)","","",4,201167,"Arron Afflalo",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",388
21500506,281,4,0,4,"5:30 PM","6:26","Porzingis REBOUND (Off:2 Def:5)",NA,"","","",4,204001,"Kristaps Porzingis",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",386
21500506,282,2,1,4,"5:30 PM","6:21","MISS Galloway 19' Jump Shot",NA,"","","",4,204038,"Langston Galloway",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",381
21500506,283,4,0,4,"5:30 PM","6:20","",NA,"Bazemore REBOUND (Off:0 Def:3)","","",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",380
21500506,284,1,49,4,"5:30 PM","6:14","",NA,"Millsap  Driving Dunk (19 PTS) (Bazemore 3 AST)","86 - 98","12",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",374
21500506,287,6,1,4,"5:30 PM","5:57","",NA,"Millsap P.FOUL (P4.T2) (S.Foster)","","",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",4,204001,"Kristaps Porzingis",1610612752,"New York","Knicks","NYK",1,0,"",NA,"","","",357
21500506,288,9,4,4,"5:30 PM","5:57","",NA,"","","",1,0,"",NA,"","","",0,0,"",NA,"","","",0,0,"",NA,"","","",357
21500506,289,8,0,4,"5:32 PM","5:57","",NA,"SUB: Sefolosha FOR Bazemore","","",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",5,200757,"Thabo Sefolosha",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",357
21500506,290,8,0,4,"5:32 PM","5:57","SUB: Calderon FOR Galloway",NA,"","","",4,204038,"Langston Galloway",1610612752,"New York","Knicks","NYK",4,101181,"Jose Calderon",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",357
21500506,291,7,5,4,"5:33 PM","5:46","",NA,"Scott Violation:Kicked Ball (S.Corbin)","","",5,203118,"Mike Scott",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",1,0,"",NA,"","","",346
21500506,292,2,1,4,"5:33 PM","5:37","MISS Williams 26' 3PT Jump Shot",NA,"","","",4,202682,"Derrick Williams",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",337
21500506,293,4,0,4,"5:33 PM","5:36","Anthony REBOUND (Off:4 Def:3)",NA,"","","",4,2546,"Carmelo Anthony",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",336
21500506,294,1,1,4,"5:33 PM","5:32","Afflalo 26' 3PT Jump Shot (38 PTS) (Anthony 5 AST)",NA,"","86 - 101","15",4,201167,"Arron Afflalo",1610612752,"New York","Knicks","NYK",4,2546,"Carmelo Anthony",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",332
21500506,295,6,1,4,"5:34 PM","5:17","Afflalo P.FOUL (P2.T2) (H.Workman)",NA,"","","",4,201167,"Arron Afflalo",1610612752,"New York","Knicks","NYK",5,201952,"Jeff Teague",1610612737,"Atlanta","Hawks","ATL",1,0,"",NA,"","","",317
21500506,296,2,46,4,"5:34 PM","5:17","",NA,"MISS Teague 10' Running Jump Shot","","",5,201952,"Jeff Teague",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",317
21500506,297,4,0,4,"5:34 PM","5:16","",NA,"Korver REBOUND (Off:1 Def:2)","","",5,2594,"Kyle Korver",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",316
21500506,298,2,97,4,"5:34 PM","5:16","",NA,"MISS Korver 2' Tip Layup Shot","","",5,2594,"Kyle Korver",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",316
21500506,299,4,0,4,"5:34 PM","5:15","Williams REBOUND (Off:0 Def:5)",NA,"","","",4,202682,"Derrick Williams",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",315
21500506,301,8,0,4,"5:35 PM","4:48","",NA,"SUB: Bazemore FOR Korver","","",5,2594,"Kyle Korver",1610612737,"Atlanta","Hawks","ATL",5,203145,"Kent Bazemore",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",288
21500506,302,8,0,4,"5:35 PM","4:48","",NA,"SUB: Horford FOR Millsap","","",5,200794,"Paul Millsap",1610612737,"Atlanta","Hawks","ATL",5,201143,"Al Horford",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",288
21500506,303,9,1,4,"5:35 PM","4:48","KNICKS Timeout: Regular (Full 4 Short 0)",NA,"","","",2,1610612752,"",NA,"","","",0,0,"",NA,"","","",0,0,"",NA,"","","",288
21500506,306,1,49,4,"5:38 PM","4:41","Anthony  Driving Dunk (7 PTS)",NA,"","86 - 103","17",4,2546,"Carmelo Anthony",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",281
21500506,307,2,1,4,"5:38 PM","4:26","",NA,"MISS Sefolosha 25' 3PT Jump Shot","","",5,200757,"Thabo Sefolosha",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",266
21500506,308,4,0,4,"5:38 PM","4:25","Afflalo REBOUND (Off:0 Def:2)",NA,"","","",4,201167,"Arron Afflalo",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",265
21500506,309,2,42,4,"5:38 PM","4:09","MISS Porzingis 3' Driving Layup",NA,"","","",4,204001,"Kristaps Porzingis",1610612752,"New York","Knicks","NYK",0,0,"",NA,"","","",0,0,"",NA,"","","",249
21500506,310,4,0,4,"5:38 PM","4:08","",NA,"Scott REBOUND (Off:0 Def:3)","","",5,203118,"Mike Scott",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",0,0,"",NA,"","","",248
21500506,311,1,1,4,"5:38 PM","3:59","",NA,"Scott 25' 3PT Jump Shot (3 PTS) (Sefolosha 3 AST)","89 - 103","14",5,203118,"Mike Scott",1610612737,"Atlanta","Hawks","ATL",5,200757,"Thabo Sefolosha",1610612737,"Atlanta","Hawks","ATL",0,0,"",NA,"","","",239
